"sample" "TCGA-HU-A4GP-11" "TCGA-FP-7735-11" "TCGA-FP-7829-11" "TCGA-IN-8462-11" "TCGA-HU-A4GY-11" "TCGA-IN-7806-11" "TCGA-BR-6852-11" "TCGA-BR-7704-11" "TCGA-HU-8238-11" "TCGA-BR-6454-11"
"ATP2A2" "-0.186457104955" "-0.543157104955" "0.635042895045" "0.987442895045" "-0.451057104955" "0.460942895045" "-0.590757104955" "-0.569357104955" "-0.430857104955" "-0.0756571049551"
"ATP2A3" "0.526352719469" "0.665852719469" "0.780252719469" "-0.694847280531" "0.187752719469" "-1.27984728053" "4.42645271947" "3.26295271947" "2.40515271947" "4.72745271947"
"ITGA1" "4.38306078034" "3.45906078034" "3.32696078034" "0.0250607803355" "3.88616078034" "0.515960780335" "-0.0858392196645" "2.57356078034" "-0.0845392196645" "1.28436078034"
"ITGA2" "-1.06849469372" "-1.49309469372" "0.435605306282" "2.59340530628" "-0.986194693718" "2.03220530628" "0.183405306282" "-0.472694693718" "1.33360530628" "0.0565053062817"
"ITGA3" "0.168126726492" "1.18282672649" "0.694926726492" "-0.342273273508" "0.505226726492" "-0.527873273508" "0.340926726492" "1.05352672649" "1.47682672649" "1.29992672649"
"ITGA4" "0.0570196020289" "-1.16208039797" "-1.61648039797" "-1.70588039797" "-0.784580397971" "-3.34818039797" "1.97251960203" "0.984419602029" "-0.422280397971" "2.02601960203"
"ITGA5" "2.35834642996" "1.77754642996" "1.12674642996" "-0.00205357003513" "1.20094642996" "0.960046429965" "-0.443253570035" "0.497246429965" "-2.10565357004" "0.270146429965"
"ITGA6" "-1.4861951073" "-1.8456951073" "-0.976595107296" "0.308204892704" "-0.814095107296" "-0.320595107296" "0.523704892704" "-0.0325951072962" "1.3784048927" "0.465304892704"
"ITGA7" "3.90578333984" "4.48818333984" "4.31298333984" "-0.356716660164" "3.68848333984" "0.277583339836" "-1.92991666016" "3.63258333984" "-0.335116660164" "2.48088333984"
"TRHR" "-0.197030042918" "-0.197030042918" "0.186769957082" "-0.197030042918" "1.58746995708" "-0.197030042918" "0.561369957082" "-0.197030042918" "-0.197030042918" "-0.197030042918"
"LOC100132288" "-0.0964586812329" "0.0195413187671" "1.56094131877" "-0.467758681233" "0.570241318767" "-0.713758681233" "0.368241318767" "0.444741318767" "-1.60455868123" "0.806041318767"
"DENND4A" "1.14892812329" "0.970128123293" "0.652228123293" "0.348328123293" "1.51862812329" "-0.074571876707" "0.284128123293" "0.571628123293" "-0.229071876707" "0.253528123293"
"DENND4B" "-0.380029652751" "-0.680929652751" "-0.672129652751" "-0.878329652751" "-0.130329652751" "-0.828829652751" "-0.499529652751" "-0.00532965275075" "-1.54082965275" "0.167970347249"
"DENND4C" "1.25540024971" "0.604000249707" "1.01270024971" "0.722500249707" "1.53890024971" "0.466000249707" "-0.218699750293" "0.763000249707" "1.12340024971" "0.341700249707"
"SWAP70" "-0.154872040577" "-0.518872040577" "0.189527959423" "-0.270572040577" "0.369527959423" "-0.193772040577" "-0.304272040577" "-0.000272040577469" "0.0127279594225" "0.0988279594225"
"RARRES1" "1.04282406555" "0.730224065548" "0.249624065548" "-3.20647593445" "1.03972406555" "-3.77797593445" "-1.08267593445" "0.265324065548" "2.31922406555" "-0.679775934452"
"LOC100132287" "0.469710300429" "-0.220689699571" "-0.0980896995708" "1.97791030043" "1.20361030043" "1.04591030043" "-1.85098969957" "-0.172189699571" "-1.57778969957" "-0.909589699571"
